bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
0,8200,75870,97922,DebtCon,ProfEx,0,,,,,,27.276
0,8700,76008,95976,DebtCon,ProfEx,0,,,,,,30.022
0,6100,78753,95433,DebtCon,ProfEx,0,,,,,,28.925
0,7400,75311,89905,DebtCon,ProfEx,0,,,,,,27.202
0,6200,75121,96462,DebtCon,ProfEx,0,,,,,,27.168
0,5300,83552,96809,DebtCon,ProfEx,0,,,,,,28.424
0,6500,78741,90599,DebtCon,ProfEx,0,,,,,,29.199
0,6100,77265,97944,DebtCon,ProfEx,0,,,,,,28.876
0,21900,94320,140698,DebtCon,ProfEx,,0,0,208.24,0,20,29.189
0,23200,96345,135081,DebtCon,ProfEx,,0,0,217.48,0,20,26.8
0,21000,94019,134565,DebtCon,ProfEx,,0,0,196.2,0,21,26.868
0,22200,98624,140938,DebtCon,ProfEx,,0,0,207.29,0,20,29.219
0,23900,90475,136094,DebtCon,ProfEx,,0,1,207.78,0,21,30.549
0,23900,95060,134567,DebtCon,ProfEx,,0,0,194.25,0,20,27.157
0,22400,98238,135561,DebtCon,ProfEx,,0,0,194.28,0,20,29.374
0,21900,91327,139106,DebtCon,ProfEx,,0,0,201.69,0,21,30.02
0,23000,91732,140728,DebtCon,ProfEx,,0,0,203.91,0,21,27.692
0,23300,89847,136259,DebtCon,ProfEx,,0,0,210.02,0,21,29.78
0,21000,87000,140000,DebtCon,ProfEx,22,1,0,163.37,1,25,
0,13600,55864,87500,DebtCon,ProfEx,9,0,0,193.77,0,20,
0,25000,140000,183600,DebtCon,ProfEx,12.6,0,1,148.13,0,37,
0,5000,78565,98500,DebtCon,ProfEx,24,0,0,51.77,3,14,
0,10500,57372,67960,DebtCon,ProfEx,1.5,0,0,158.27,2,35,
0,6500,60000,70000,DebtCon,ProfEx,9,0,0,54.77,2,24,
0,8600,21000,79000,HomeImp,ProfEx,21,0,0,239.43,0,11,
0,20000,55746,105230,DebtCon,ProfEx,16,0,3,282.07,1,36,
0,10000,71000,97875,HomeImp,ProfEx,8,0,0,165.71,0,34,
0,14900,56506,81390,HomeImp,ProfEx,12,0,2,170.77,0,14,
0,25000,89000,122000,DebtCon,ProfEx,0,1,0,193.8,3,38,
0,13500,42000,62800,DebtCon,ProfEx,6,0,0,153.17,2,12,
0,18000,45000,68500,DebtCon,ProfEx,10,0,0,190.8,1,42,
0,10000,80000,107900,HomeImp,ProfEx,12,0,2,176.53,0,28,
0,25000,126462,207200,DebtCon,ProfEx,10,0,0,239.8,3,27,
0,30000,224000,282000,DebtCon,ProfEx,5,0,1,209.37,0,30,
0,13000,38200,64764,HomeImp,ProfEx,4,0,0,211.07,3,18,
0,11000,74596,98000,HomeImp,ProfEx,6,0,0,108.53,1,27,
0,9700,108000,210000,HomeImp,ProfEx,2.3,0,0,124.83,1,15,
0,13000,61612,99132,HomeImp,ProfEx,8,0,0,262.73,1,12,
0,14000,32000,48500,DebtCon,ProfEx,4,0,0,255.67,1,35,
0,28900,225000,285000,DebtCon,ProfEx,15,0,1,258.73,2,26,
0,2500,71408,78600,HomeImp,ProfEx,8,0,0,255.73,0,12,
0,16000,101000,130000,DebtCon,ProfEx,7.5,0,0,102.5,0,14,
0,5000,59900,80800,DebtCon,ProfEx,15,0,0,219.13,1,18,
0,15000,50000,90000,DebtCon,ProfEx,5.5,0,0,130.87,2,22,
0,3600,83700,111800,HomeImp,ProfEx,6,0,0,192.73,1,28,
0,20000,99300,139150,HomeImp,ProfEx,10,0,0,162.37,1,23,
0,31000,118000,167000,DebtCon,ProfEx,17,0,0,127.03,1,17,
0,12000,73000,94900,DebtCon,ProfEx,9,3,0,189.7,1,30,
0,25600,111000,153000,DebtCon,ProfEx,7,0,0,112.63,3,27,
0,25000,177000,226000,DebtCon,ProfEx,0.4,0,0,305.13,1,33,
0,15000,48882,156000,DebtCon,ProfEx,20,0,0,239.5,0,28,
0,22000,54010,97800,DebtCon,ProfEx,1,0,0,192.73,0,26,
0,24300,142000,175000,DebtCon,ProfEx,6,0,0,323.67,0,35,
0,3900,52825,63000,DebtCon,ProfEx,8,0,4,171.67,1,31,
0,36300,26662,70000,DebtCon,ProfEx,5,0,0,190.8,2,18,
0,12000,81000,105250,DebtCon,ProfEx,9,0,0,200.9,2,37,
0,10000,88777.5,112014,DebtCon,ProfEx,13,0,0,182.63,2,18,
0,16500,163000,193000,DebtCon,ProfEx,10,0,0,262.73,1,38,
0,15000,100000,115000,DebtCon,ProfEx,1,0,0,128.87,0,30,
0,8500,55100,66900,DebtCon,ProfEx,15,0,0,229.27,4,32,
0,16300,43500,69875,DebtCon,ProfEx,5,0,0,245.53,3,32,
0,10000,10000,68250,DebtCon,ProfEx,20,0,2,398.8,1,12,
0,40000,362000,465000,HomeImp,ProfEx,3,0,0,313.47,4,15,
0,13000,6793,47700,DebtCon,ProfEx,4,0,0,304.37,0,16,
0,6000,51000,86125,HomeImp,ProfEx,6,0,0,222.17,2,24,
0,9500,70000,85000,DebtCon,ProfEx,9,0,1,175.57,1,12,
0,12000,85039,111100,DebtCon,ProfEx,0.2,1,2,144.07,1,34,
0,37600,141000,200300,HomeImp,ProfEx,5,0,0,145.63,0,31,
0,15900,88000,109500,DebtCon,ProfEx,7,0,0,138,2,21,
0,10000,131589,156000,HomeImp,ProfEx,5,0,1,419.03,1,43,
0,9000,47350.86,105000,DebtCon,ProfEx,6,0,1,227.27,0,10,
0,6300,55000,69000,DebtCon,ProfEx,13,0,0,130.07,0,20,
0,15000,42657,65000,DebtCon,ProfEx,18,0,0,181.6,0,23,
0,9600,73000,99600,HomeImp,ProfEx,4.5,0,1,93.33,1,34,
0,12000,29600,61250,DebtCon,ProfEx,7.5,0,0,264.8,1,16,
0,16000,90900,152300,HomeImp,ProfEx,5,0,0,102.5,0,17,
0,7400,72739,91425,DebtCon,ProfEx,3.5,0,0,128.83,0,26,
0,20000,125000,162975,DebtCon,ProfEx,7,0,0,178.53,0,38,
0,9900,111000,134347,DebtCon,ProfEx,16,,1,180.63,1,33,
0,23000,213000,280000,HomeImp,ProfEx,7,,5,468.87,,56,
0,12000,150000,175065,DebtCon,ProfEx,7,,1,206.67,4,26,
0,19000,145800,190300,DebtCon,ProfEx,13,,,109.67,1,24,
0,20200,137000,174685,DebtCon,ProfEx,6,,,183.67,5,43,
0,5000,74225,89640,DebtCon,ProfEx,0.3,,,,,,
0,22500,,24811,DebtCon,ProfEx,7,0,0,97.54,1,19,19.472
0,20600,,28635,DebtCon,ProfEx,5,0,0,102.99,0,18,19.447
0,21800,,25566,DebtCon,ProfEx,8,0,0,114.54,1,19,21.826
0,20000,,26507,DebtCon,ProfEx,7,0,0,92.43,1,19,20.684
0,22300,,22399,DebtCon,ProfEx,5,0,0,96.64,1,18,22.197
0,18600,,20700,DebtCon,ProfEx,6,0,0,104.53,1,19,
0,6200,75657,84368,DebtCon,Sales,4,0,0,122.24,0,30,32.553
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.52,0,5,38.837
0,25500,113204,184561,DebtCon,Sales,17,1,0,308.96,1,31,34.358
0,15200,5076,66536,DebtCon,Sales,2,0,0,323.1,0,5,40.253
0,13100,64897,81598,DebtCon,Sales,7,0,0,130.65,0,34,26.5
0,8000,70546,81272,DebtCon,Sales,4,0,0,119.07,0,31,33.362
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.08,0,31,31.206
0,10700,67523,85560,DebtCon,Sales,5,0,0,126.84,0,35,26.002
0,25800,112388,180313,DebtCon,Sales,16,0,0,295.55,0,31,33.241
0,28900,109888,182229,DebtCon,Sales,16,0,0,302.23,1,30,33.319
0,5400,68625,82304,DebtCon,Sales,2,0,0,136.63,0,30,32.05
0,18500,10934,66367,DebtCon,Sales,1,0,0,326.57,0,5,38.152
0,6200,70793,71552,HomeImp,Sales,3,2,0,162.95,0,23,40.315
0,28400,112996,175817,DebtCon,Sales,17,0,0,303.28,1,31,36.289
0,13500,67180,85634,DebtCon,Sales,5,0,0,147.36,0,35,28.523
0,15200,8723,66817,DebtCon,Sales,0,0,0,309.5,0,5,37.764
0,13800,67762,80748,DebtCon,Sales,8,0,0,135.95,0,35,27.194
0,26300,118304,177819,DebtCon,Sales,17,0,0,299.22,1,30,34.368
0,12300,68024,78800,DebtCon,Sales,7,0,0,125.5,0,35,29.293
0,18800,7739,65181,DebtCon,Sales,0,0,0,315.23,0,6,37.984
0,15000,5627,64962,DebtCon,Sales,0,0,0,341.5,0,6,39.997
0,7500,72097,69408,HomeImp,Sales,4,1,0,155.39,1,23,41.601
0,5300,66987,65111,HomeImp,Sales,4,1,0,175.33,1,22,40.443
0,12100,90917,102400,DebtCon,Sales,11,,2,159.87,0,17,33.454
0,15000,93226,108149,DebtCon,Sales,11,,1,152.8,1,17,34.25
0,15000,89165,106392,DebtCon,Sales,12,,2,166.09,0,17,35.033
0,14300,94062,102052,DebtCon,Sales,14,,2,133.38,1,17,35.717
0,5100,179725,251962,DebtCon,Sales,,0,0,127.5,0,22,40.308
0,8600,172418,251426,DebtCon,Sales,,0,0,120.57,0,22,40.926
0,8300,178745,251935,DebtCon,Sales,,0,0,130.73,0,22,42.358
0,6200,171582,245730,DebtCon,Sales,,0,0,135.11,0,22,39.784
0,8000,177683,251771,DebtCon,Sales,,0,0,138.51,0,22,39.735
0,6800,178559,247611,DebtCon,Sales,,0,0,127.23,0,22,42.084
0,4200,67700,77000,DebtCon,Sales,4,0,0,128.83,0,31,
0,15000,2619,57310,DebtCon,Sales,0.3,0,0,322.6,0,6,
0,10000,59764,77870,DebtCon,Sales,7,0,0,136.9,0,35,
0,12000,87000,101200,DebtCon,Sales,13,,2,151.13,1,18,
0,20000,,78232,DebtCon,Sales,2,0,0,399.74,0,23,23.949
0,23700,,78812,DebtCon,Sales,4,0,0,412.02,0,24,25.637
0,21900,,80239,DebtCon,Sales,5,0,0,402.09,0,23,21.99
0,23700,,78878,DebtCon,Sales,4,0,0,408.19,0,23,24.201
0,22800,,74988,DebtCon,Sales,2,0,0,393.51,0,23,24.05
0,20000,,73800,DebtCon,Sales,4,0,0,404.77,0,24,
0,16300,22352,165315,HomeImp,Self,9,0,0,304.33,0,27,27.562
0,11400,84278,200480,HomeImp,Self,14,0,0,4.41,,8,19.112
0,47100,48062,107824,HomeImp,Self,9,0,0,203.69,2,35,41.526
0,23900,90244,120751,DebtCon,Self,3,0,0,194.99,1,26,35.406
0,24300,236390,262210,HomeImp,Self,6,0,0,243.08,2,50,36.907
0,23400,97865,120172,DebtCon,Self,2,0,0,200.58,1,26,36.399
0,10000,114643,130127,DebtCon,Self,5,0,1,160.67,0,19,33.92
0,49800,44462,102203,HomeImp,Self,8,0,0,207.56,3,37,40.303
0,21800,90065,122335,DebtCon,Self,3,0,0,212.7,1,26,34.847
0,26000,238005,260479,HomeImp,Self,5,1,0,242.29,2,51,35.458
0,50100,48370,106233,HomeImp,Self,8,0,0,193.65,3,36,39.935
0,28200,148772,186023,HomeImp,Self,3,0,0,203.58,1,17,43.305
0,26400,153853,188760,HomeImp,Self,2,0,0,172.57,0,17,43.358
0,11800,118053,125325,DebtCon,Self,5,0,0,181.17,0,18,33.2
0,71200,196601,289430,DebtCon,Self,12,0,0,226.91,2,25,29.22
0,24000,239568,266430,HomeImp,Self,7,0,0,243.73,3,50,35.872
0,69000,197587,295551,DebtCon,Self,10,0,0,211.78,3,24,30.357
0,25900,152071,185893,HomeImp,Self,0,0,0,185.54,0,16,40.642
0,11900,83877,208924,HomeImp,Self,15,0,0,12.75,,7,18.25
0,9900,84920,201713,HomeImp,Self,13,0,0,3.04,,8,21.058
0,70800,192044,292380,DebtCon,Self,10,0,0,221.61,2,25,30.379
0,50400,40140,103789,HomeImp,Self,9,0,0,208.77,3,35,40.015
0,10700,110789,126781,DebtCon,Self,6,0,1,178.64,0,19,31.889
0,24400,95843,123377,DebtCon,Self,2,0,0,201.98,1,26,32.903
0,25500,235839,267506,HomeImp,Self,5,0,0,240.22,3,51,39.048
0,68100,193298,288525,DebtCon,Self,10,0,0,228.29,2,25,30.396
0,10600,81151,200459,HomeImp,Self,14,0,0,9.53,,7,21.223
0,47600,39364,108232,HomeImp,Self,9,0,0,199.33,2,35,40.189
0,50200,46670,102264,HomeImp,Self,9,0,0,211.24,3,35,38.681
0,8200,117314,132770,DebtCon,Self,4,0,1,176.33,0,19,34.552
0,24200,90626,116601,DebtCon,Self,2,0,0,226.12,1,27,34.5
0,9600,84333,201281,HomeImp,Self,14,0,0,13.21,,7,17.826
0,45700,118247,174711,DebtCon,Self,11,0,0,170.65,0,5,37.731
0,24400,237543,261393,HomeImp,Self,3,1,0,254.52,2,50,37.907
0,25600,241570,264772,HomeImp,Self,4,1,0,260.74,2,50,37.38
0,23100,235937,266793,HomeImp,Self,5,1,0,242.61,2,51,36.887
0,24200,242111,266670,HomeImp,Self,6,1,0,243,3,51,36.575
0,23900,236803,267036,HomeImp,Self,7,0,0,252.07,1,50,38.074
0,69700,191972,294367,DebtCon,Self,10,0,0,230.71,2,25,28.202
0,23400,89226,119604,DebtCon,Self,3,0,0,221.68,1,26,34.556
0,48000,41392,106075,HomeImp,Self,8,0,0,203.09,2,35,38.634
0,46300,120636,178823,DebtCon,Self,11,0,0,188.04,0,3,40.915
0,29000,152065,192445,HomeImp,Self,2,0,0,166.95,0,16,41.564
0,8700,87415,201689,HomeImp,Self,13,0,0,13.92,,7,20.254
0,70500,196690,288512,DebtCon,Self,9,0,0,227.03,2,24,29.582
0,22900,95321,123082,DebtCon,Self,3,0,0,205.44,2,26,34.053
0,21400,90912,121714,DebtCon,Self,3,0,0,221.52,2,26,34.886
0,16100,26276,168105,HomeImp,Self,7,0,0,336.2,0,26,25.992
0,10700,115118,124198,DebtCon,Self,6,1,0,174.34,0,19,31.758
0,26400,240907,260638,HomeImp,Self,7,1,0,255.42,3,51,37.653
0,69700,192163,293901,DebtCon,Self,10,0,0,222.15,2,24,29.038
0,8900,111493,133191,DebtCon,Self,6,0,0,159.43,0,19,34.371
0,15500,20800,173566,HomeImp,Self,6,0,0,292.03,0,26,25.563
0,10600,80397,203341,HomeImp,Self,14,0,0,11.96,,7,18.732
0,8500,83157,202962,HomeImp,Self,14,0,0,13.68,,8,21.297
0,42900,122372,175968,DebtCon,Self,13,0,0,160.73,0,4,39.469
0,9500,115186,131800,DebtCon,Self,7,0,0,177.05,0,19,33.431
0,47000,42437,109553,HomeImp,Self,10,0,0,206.71,2,35,40.143
0,28200,148455,191419,HomeImp,Self,1,0,0,186.98,0,17,39.563
0,20100,36486,46883,HomeImp,Self,3,0,,117.78,,10,24.851
0,20200,35819,49843,HomeImp,Self,4,0,,121.1,,11,27.038
0,22700,35261,54701,HomeImp,Self,3,0,,134.11,,11,24.525
0,20100,38614,56295,HomeImp,Self,3,1,,132.62,,11,25.793
0,23000,32946,52054,HomeImp,Self,6,0,,123.07,,10,24.022
0,22100,33435,52340,HomeImp,Self,4,1,,134,,10,24.024
0,5600,15275,47954,HomeImp,Self,,0,0,204.34,0,12,42.398
0,3800,11543,46045,HomeImp,Self,,0,0,204.65,0,11,42.173
0,6400,9113,46351,HomeImp,Self,,0,0,202.25,0,11,45.114
0,7800,109000,123500,DebtCon,Self,6,0,1,174.47,0,19,
0,47000,39000,99820,HomeImp,Self,9,0,0,203.8,3,36,
0,21400,88147,115000,DebtCon,Self,3,0,0,213.23,2,27,
0,22600,233000,260000,HomeImp,Self,6,1,0,244.53,3,51,
0,68000,191000,288000,DebtCon,Self,11,0,0,218.1,3,25,
0,20000,30000,46500,HomeImp,Self,5,1,,127.6,,11,
0,2500,7229,44516,HomeImp,Self,,0,0,208,0,12,
0,52700,,80747,HomeImp,Self,10,0,0,174.13,0,21,25.264
0,50700,,83365,HomeImp,Self,9,0,0,190.23,0,21,25.656
0,53800,,81322,HomeImp,Self,9,0,0,171.45,0,22,24.709
0,52000,,85298,HomeImp,Self,10,0,0,178.58,1,21,25.514
0,50800,,86207,HomeImp,Self,9,0,0,167.82,0,21,26.651
0,50000,,78703,HomeImp,Self,10,0,0,179.57,1,22,
1,11500,62000,83000,DebtCon,,0,5,1,177.57,2,34,
1,15000,166000,182175,DebtCon,,3.5,4,0,74.07,2,14,
1,14300,37000,54000,DebtCon,,0,0,0,320.63,2,26,
1,20100,54098,88939,,,,,,,,,
1,2200,23030,,,,19,,,,,,3.711
1,15000,33000,,,,0.9,7,5,144.87,0,20,
1,2000,22608,,,,18,,,,,,
1,30300,,52545,,,1,1,3,187.72,10,15,2.594
1,18900,,75252,DebtCon,,,,,,,,42.92
1,30000,,46200,,,0,1,3,200.93,10,15,
1,15000,,74750,DebtCon,,,,,,,,
1,15000,,,DebtCon,,0,2,1,91.27,1,10,
1,15000,,,HomeImp,,1,1,0,108.53,0,22,
1,1500,,,,,,,,,,,
1,53600,235895,299772,HomeImp,Mgr,5,0,0,112.75,7,22,44.946
1,11000,60513,110485,DebtCon,Mgr,3,1,1,126.77,1,17,40.031
1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77,1,23,51.517
1,16200,23466,206368,DebtCon,Mgr,9,7,3,141.03,10,41,32.368
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.78,9,19,45.554
1,21600,144276,190797,DebtCon,Mgr,0,1,4,313.43,2,18,37.971
1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.71,1,14,27.646
1,22600,78975,103374,DebtCon,Mgr,11,0,0,259.32,1,14,27.744
1,11600,57939,69774,DebtCon,Mgr,5,0,0,91.99,0,12,72.264
1,21700,92382,168708,,Mgr,13,2,5,249.24,,24,29.369
1,25000,75110,114208,DebtCon,Mgr,3,2,0,83.05,1,27,45.744
1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.4,2,35,36.764
1,30500,18375,61738,DebtCon,Mgr,20,3,5,141.7,0,28,45.355
1,8900,62733,77741,DebtCon,Mgr,8,0,0,68.89,3,17,37.773
1,8600,36933,42289,DebtCon,Mgr,4,0,0,100.62,2,26,38.436
1,11000,85008,73223,HomeImp,Mgr,7,0,2,197.12,0,23,41.441
1,19700,62351,84624,DebtCon,Mgr,0,1,0,88.13,1,22,54.241
1,50200,197770,271676,DebtCon,Mgr,16,0,0,146.86,1,20,42.927
1,2400,34863,47471,HomeImp,Mgr,12,0,0,70.49,1,21,38.264
1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.81,0,12,38.211
1,14100,61036,84979,HomeImp,Mgr,1,0,0,174.59,2,23,50.276
1,16500,143404,165267,DebtCon,Mgr,14,0,1,169.74,1,31,36.178
1,24800,76220,102087,HomeImp,Mgr,6,0,1,126.64,0,32,48.57
1,33100,111917,156552,DebtCon,Mgr,12,0,0,107.29,2,37,41.442
1,15600,74156,101136,DebtCon,Mgr,11,0,3,107.39,0,24,27.696
1,5800,27791,46833,DebtCon,Mgr,3,0,0,83.29,1,13,30.188
1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.19,0,23,53.848
1,14700,148396,162403,DebtCon,Mgr,13,0,0,163.5,0,31,35.428
1,13900,103030,114131,DebtCon,Mgr,3,0,0,,0,0,38.394
1,19000,100670,122581,DebtCon,Mgr,10,0,,81.25,0,27,41.864
1,5000,40000,70500,HomeImp,Mgr,0.4,0,0,61.77,2,8,
1,25000,71081,112500,DebtCon,Mgr,3,2,0,87.2,1,27,
1,12600,68800,86000,DebtCon,Mgr,3,2,1,202.87,8,26,
1,20000,142500,190000,DebtCon,Mgr,0.2,2,4,313.53,3,18,
1,10600,22000,35200,DebtCon,Mgr,13,0,0,90.33,5,14,
1,3000,34542,45900,HomeImp,Mgr,8.5,0,2,62.37,0,10,
1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
1,22300,75600,102000,DebtCon,Mgr,5,0,1,64.93,2,28,
1,29500,118000,169900,DebtCon,Mgr,8,0,0,138.97,1,23,
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
1,13700,59012,81465,DebtCon,Mgr,12,0,0,167.43,0,31,
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13,1,18,
1,32300,167000,221100,DebtCon,Mgr,4,0,0,185.7,3,21,
1,2400,28000,40800,HomeImp,Mgr,12,0,0,67.2,2,22,
1,6000,16878,25850,,Mgr,1,0,1,218.6,5,34,
1,5000,100882,102700,HomeImp,Mgr,5,0,1,58.87,0,16,
1,24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.07,1,16,
1,15000,62674,76950,HomeImp,Mgr,8,1,5,249.53,0,31,
1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.77,2,24,
1,10000,52410,54500,,Mgr,1,9,4,132.9,4,29,
1,21000,110000,138000,DebtCon,Mgr,16,8,2,154.2,3,30,
1,19500,47000,70000,DebtCon,Mgr,15,0,0,220.17,5,21,
1,20000,77900,105400,DebtCon,Mgr,4,0,0,110.6,0,17,
1,24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,
1,5000,85165,107940,HomeImp,Mgr,6,5,3,122.77,5,28,
1,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,
1,24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,
1,5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,
1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
1,13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,
1,22600,155056,187000,DebtCon,Mgr,0.1,0,0,253.6,0,27,
1,15300,21383,38480,HomeImp,Mgr,20,0,1,182.6,4,31,
1,14300,52260,73000,DebtCon,Mgr,0.6,1,3,62.9,0,17,
1,13000,111000,137813,,Mgr,6,2,2,138.33,3,65,
1,20000,70862,201500,,Mgr,9.3,0,1,290.17,1,25,
1,28100,61000,99000,DebtCon,Mgr,7,0,1,129.17,1,31,
1,14800,63800,96500,HomeImp,Mgr,9,0,4,185.43,2,14,
1,15500,26452,43900,DebtCon,Mgr,21,1,2,215.07,0,19,
1,22900,67312,95000,HomeImp,Mgr,3.9,0,2,122.77,0,32,
1,13300,58000,75000,DebtCon,Mgr,6.6,0,1,226.2,1,33,
1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.43,1,20,
1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.43,0,24,
1,14000,139000,159000,DebtCon,Mgr,13,0,1,171.43,1,32,
1,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,
1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.97,0,21,
1,3900,21200,39000,DebtCon,Mgr,4,0,1,86.57,2,14,
1,27700,19300,39000,DebtCon,Mgr,12,3,0,212.07,0,46,
1,15000,45000,85000,HomeImp,Mgr,11,0,0,110,0,31,
1,11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,
1,47000,192677,268000,DebtCon,Mgr,15,0,0,165.1,2,20,
1,13000,177000,200000,DebtCon,Mgr,3,0,2,195.83,1,50,
1,3800,19135,97692,HomeImp,Mgr,1.6,1,6,252.63,1,25,
1,25000,86000,120000,DebtCon,Mgr,6,2,1,105.53,8,16,
1,50000,235000,295000,HomeImp,Mgr,6,0,1,110.57,8,23,
1,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,
1,2200,90957,102600,HomeImp,Mgr,7,2,6,122.9,1,22,
1,16500,92900,116000,DebtCon,Mgr,10,1,,83.17,1,27,
1,12300,77000,94000,DebtCon,Mgr,41,,4,212.87,4,17,
1,5000,123000,157500,HomeImp,Mgr,9,,,,,,
1,5000,100000,129693.5,HomeImp,Mgr,13,,,,,,
1,30900,106717,,DebtCon,Mgr,4,2,4,172.43,0,13,47.796
1,50200,34668,,DebtCon,Mgr,7,1,0,117.68,1,5,36.724
1,50000,30338,,DebtCon,Mgr,8,0,0,91.43,0,5,35.084
1,40000,4742,,DebtCon,Mgr,5,7,1,304.37,6,21,
1,5900,106650,,DebtCon,Mgr,1,0,6,250.57,4,23,
1,27700,83300,,HomeImp,Mgr,20,1,4,247.93,1,19,
1,15000,399550,,HomeImp,Mgr,0.9,0,0,138.17,1,18,
1,50000,106000,,DebtCon,Mgr,0.8,0,2,252.63,3,32,
1,10000,42300,,DebtCon,Mgr,11,1,0,31.4,3,5,
1,16500,50000,,DebtCon,Mgr,1,0,0,120.73,3,11,
1,15000,86000,,DebtCon,Mgr,1,0,0,63.7,1,27,
1,6700,,20631,HomeImp,Mgr,4,0,0,174.72,1,8,62.246
1,5500,,13770,HomeImp,Mgr,5,0,1,167.37,1,8,
1,6800,,27410,HomeImp,Mgr,6,1,0,2.03,1,5,
1,10000,,65088,HomeImp,Mgr,3.5,4,5,205.07,2,39,
1,11700,,67940,HomeImp,Mgr,3,3,4,204.03,1,38,
1,50400,168561,244322,DebtCon,Office,16,0,1,184.52,3,47,47.417
1,21000,113954,136249,DebtCon,Office,2,0,0,97.54,13,14,33.621
1,21800,76324,102287,DebtCon,Office,6,0,1,61.64,4,29,41.032
1,4400,53091,64074,DebtCon,Office,14,1,3,89.86,0,17,39.158
1,8400,48032,95213,HomeImp,Office,5,1,4,326.68,0,30,38.192
1,11800,74512,93328,HomeImp,Office,4,5,0,117.92,,16,58.296
1,8800,33395,51057,DebtCon,Office,2,0,0,80.82,1,20,16.883
1,6300,12476,32559,HomeImp,Office,12,3,6,227.13,0,23,23.32
1,17700,58016,76416,DebtCon,Office,4,0,0,28.01,5,10,41.463
1,9500,36114,45654,DebtCon,Office,0,0,0,83.33,0,9,25.343
1,9600,42357,99756,HomeImp,Office,4,1,4,354.65,0,30,36.525
1,19500,100077,122352,DebtCon,Office,3,0,0,58.86,0,9,38.122
1,34400,155536,169503,DebtCon,Office,10,0,0,107.71,4,32,58.827
1,4000,26572,31960,HomeImp,Office,11,0,0,117.8,0,8,41.286
1,11900,29822,48574,DebtCon,Office,13,0,0,132.4,0,4,36.611
1,20300,77325,133075,DebtCon,Office,19,1,0,166.13,4,21,40.736
1,23700,43712,75191,DebtCon,Office,6,0,0,50.72,2,18,37.103
1,21400,95147,132304,DebtCon,Office,7,1,5,206.13,1,18,36.236
1,18800,73396,137076,DebtCon,Office,18,0,1,163.59,4,20,40.375
1,14900,58204,71257,DebtCon,Office,3,3,2,206.52,1,50,43.763
1,11900,108763,128780,DebtCon,Office,8,0,0,60.38,3,21,49.418
1,20200,82181,119535,DebtCon,Office,41,0,0,105.22,3,28,52.735
1,9000,52311,68994,DebtCon,Office,0,0,1,137.78,0,9,28.455
1,30800,147577,187129,DebtCon,Office,11,0,0,,0,0,42.362
1,12800,67060,83989,DebtCon,Office,9,,3,116.47,2,24,43.572
1,34800,121399,164000,DebtCon,Office,11,0,1,208,2,34,
1,3400,37000,52000,HomeImp,Office,2,0,1,183.3,0,6,
1,11000,85474,118125,HomeImp,Office,2.5,2,0,132.93,1,9,
1,10000,41741,56000,DebtCon,Office,3,0,0,20.23,2,6,
1,17500,68000,133015,DebtCon,Office,19,1,1,177.5,5,21,
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
1,19900,93619,130000,DebtCon,Office,9,2,5,210.97,2,18,
1,13800,65178,79000,DebtCon,Office,11,0,3,111.6,1,23,
1,3600,48507,61000,DebtCon,Office,13,1,4,97.4,0,17,
1,10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,
1,10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,
1,20000,143000,185625,DebtCon,Office,1.5,2,3,73.03,2,11,
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,
1,27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,
